Drill Listing
=============
Drill: .012  Tool: 1  Feed: 95  Speed: 300
X 464000  Y 212000
X 472000  Y 216000
X 464000  Y 220000
X 472000  Y 228000
X 464000  Y 228000
X 472000  Y 236000
X 464000  Y 236000
X 460000  Y 264000
X 460000  Y 272000
X 460000  Y 280000
X 467200  Y 284800
X 476000  Y 288000
X 477600  Y 296400
X 436000  Y 312000
X 460000  Y 312000
X 452000  Y 312000
X 444000  Y 312000
X 436000  Y 320000
X 444000  Y 320000
X 460000  Y 320000
X 429500  Y 336500
X 429500  Y 344500
X 429500  Y 352500
X 468000  Y 360000
X 440000  Y 368000
X 468000  Y 368000
X 440000  Y 376000
X 468000  Y 376000
X 468000  Y 384000
X 472000  Y 404000
X 496000  Y 396000
X 488000  Y 396000
X 496000  Y 388000
X 488000  Y 388000
X 484000  Y 364000
X 484000  Y 356000
X 484000  Y 348000
X 480000  Y 320000
X 488000  Y 320000
X 496000  Y 308000
X 488000  Y 308000
X 484000  Y 296000
X 484000  Y 288000
X 496000  Y 260000
X 488000  Y 260000
X 480000  Y 256000
X 488000  Y 252000
X 496000  Y 252000
X 480000  Y 248000
X 492000  Y 184000
X 499000  Y 183500
X 508000  Y 120000
X 524000  Y 120000
X 528000  Y 140000
X 507000  Y 183500
X 515000  Y 183500
X 524000  Y 212000
X 524000  Y 220000
X 524000  Y 228000
X 512000  Y 240000
X 524000  Y 240000
X 512000  Y 248000
X 524000  Y 248000
X 512000  Y 256000
X 516000  Y 263500
X 506500  Y 264500
X 528500  Y 266500
X 528000  Y 292000
X 528000  Y 300000
X 504000  Y 308000
X 524000  Y 316000
X 524000  Y 324000
X 520000  Y 372000
X 504000  Y 376000
X 516000  Y 384000
X 508000  Y 384000
X 552000  Y 388000
X 536000  Y 376000
X 552000  Y 376000
X 548000  Y 324000
X 540000  Y 324000
X 532000  Y 324000
X 548000  Y 316000
X 540000  Y 316000
X 532000  Y 316000
X 536000  Y 308000
X 552000  Y 308000
X 544000  Y 308000
X 544000  Y 300000
X 536000  Y 300000
X 552000  Y 300000
X 544000  Y 292000
X 536000  Y 292000
X 544000  Y 276000
X 544000  Y 268000
X 544000  Y 260000
X 548000  Y 248000
X 540000  Y 248000
X 532000  Y 248000
X 544000  Y 240000
X 532000  Y 240000
X 532000  Y 228000
X 540000  Y 228000
X 548000  Y 228000
X 548000  Y 220000
X 540000  Y 220000
X 532000  Y 220000
X 548000  Y 212000
X 540000  Y 212000
X 532000  Y 212000
X 535500  Y 199500
X 543500  Y 199500
X 551500  Y 199500
X 538000  Y 183000
X 576000  Y 164000
X 559500  Y 199500
X 567500  Y 199500
X 575500  Y 199500
X 572000  Y 212000
X 572000  Y 220000
X 572000  Y 228000
X 556000  Y 240000
X 568000  Y 240000
X 556000  Y 248000
X 572000  Y 248000
X 564000  Y 248000
X 576000  Y 292000
X 568000  Y 300000
X 560000  Y 300000
X 576000  Y 300000
X 568000  Y 308000
X 576000  Y 308000
X 560000  Y 308000
X 576000  Y 316000
X 568000  Y 380000
X 568000  Y 388000
X 568000  Y 396000
X 588000  Y 396000
X 588000  Y 388000
X 584000  Y 376000
X 584000  Y 316000
X 584000  Y 308000
X 584000  Y 300000
X 580000  Y 248000
X 588000  Y 232000
X 596000  Y 232000
X 592000  Y 180000
X 600000  Y 160000
X 584000  Y 160000
X 592000  Y 160000
X 600000  Y 144000
X 592000  Y 144000
X 600000  Y 136000
X 592000  Y 136000
X 600000  Y 128000
X 592000  Y 128000
X 600000  Y 120000
X 592000  Y 120000
X 592000  Y 112000
X 600000  Y 112000
X 592000  Y 104000
X 600000  Y 104000
X 592000  Y 96000
X 600000  Y 96000
X 592000  Y 88000
X 600000  Y 88000
X 600000  Y 80000
X 592000  Y 80000
X 592000  Y 72000
X 600000  Y 72000
X 600000  Y 64000
X 592000  Y 64000
X 592000  Y 56000
X 592000  Y 48000
X 592000  Y 40000
X 600000  Y 40000
X 600000  Y 32000
X 592000  Y 32000
X 624000  Y 8000
X 616000  Y 8000
X 624000  Y 16000
X 616000  Y 16000
X 624000  Y 24000
X 616000  Y 24000
X 608000  Y 32000
X 616000  Y 32000
X 624000  Y 32000
X 616000  Y 40000
X 608000  Y 40000
X 624000  Y 40000
X 616000  Y 48000
X 624000  Y 48000
X 624000  Y 56000
X 616000  Y 56000
X 608000  Y 64000
X 616000  Y 64000
X 624000  Y 64000
X 608000  Y 72000
X 624000  Y 72000
X 616000  Y 72000
X 616000  Y 80000
X 624000  Y 80000
X 608000  Y 80000
X 624000  Y 88000
X 616000  Y 88000
X 608000  Y 88000
X 624000  Y 96000
X 608000  Y 96000
X 616000  Y 96000
X 608000  Y 104000
X 616000  Y 104000
X 624000  Y 104000
X 608000  Y 112000
X 624000  Y 112000
X 626000  Y 120000
X 608000  Y 120000
X 624000  Y 128000
X 608000  Y 128000
X 616000  Y 128000
X 616000  Y 136000
X 608000  Y 136000
X 608000  Y 144000
X 616000  Y 144000
X 608000  Y 160000
X 616000  Y 160000
X 628000  Y 204000
X 604000  Y 232000
X 624000  Y 232000
X 623000  Y 270000
X 612000  Y 372000
X 628000  Y 376000
X 612000  Y 380000
X 612000  Y 388000
X 612000  Y 396000
X 640000  Y 396000
X 640000  Y 388000
X 640000  Y 380000
X 648000  Y 276000
X 648000  Y 244000
X 640000  Y 236000
X 632000  Y 236000
X 648000  Y 236000
X 632000  Y 228000
X 640000  Y 228000
X 648000  Y 228000
X 636000  Y 204000
X 652000  Y 204000
X 644000  Y 204000
X 636000  Y 164000
X 652000  Y 164000
X 644000  Y 164000
X 632000  Y 128000
X 648000  Y 128000
X 640000  Y 128000
X 632000  Y 120000
X 640000  Y 120000
X 648000  Y 120000
X 648000  Y 112000
X 640000  Y 112000
X 632000  Y 112000
X 632000  Y 104000
X 640000  Y 104000
X 648000  Y 104000
X 632000  Y 96000
X 640000  Y 96000
X 648000  Y 96000
X 632000  Y 88000
X 640000  Y 88000
X 648000  Y 88000
X 632000  Y 80000
X 640000  Y 80000
X 648000  Y 80000
X 640000  Y 72000
X 632000  Y 72000
X 648000  Y 72000
X 640000  Y 64000
X 632000  Y 64000
X 648000  Y 64000
X 632000  Y 56000
X 640000  Y 56000
X 648000  Y 56000
X 632000  Y 48000
X 648000  Y 48000
X 640000  Y 48000
X 640000  Y 40000
X 648000  Y 40000
X 632000  Y 40000
X 632000  Y 32000
X 640000  Y 32000
X 648000  Y 32000
X 632000  Y 24000
X 640000  Y 24000
X 632000  Y 16000
X 648000  Y 16000
X 640000  Y 16000
X 648000  Y 8000
X 632000  Y 8000
X 640000  Y 8000
X 672000  Y 8000
X 664000  Y 8000
X 656000  Y 8000
X 664000  Y 16000
X 656000  Y 16000
X 672000  Y 16000
X 672000  Y 24000
X 656000  Y 24000
X 664000  Y 24000
X 672000  Y 32000
X 664000  Y 32000
X 656000  Y 32000
X 672000  Y 40000
X 664000  Y 40000
X 656000  Y 40000
X 656000  Y 48000
X 664000  Y 48000
X 672000  Y 48000
X 656000  Y 56000
X 672000  Y 56000
X 664000  Y 56000
X 664000  Y 64000
X 672000  Y 64000
X 656000  Y 64000
X 672000  Y 72000
X 656000  Y 72000
X 664000  Y 72000
X 656000  Y 80000
X 664000  Y 80000
X 672000  Y 80000
X 656000  Y 88000
X 672000  Y 88000
X 664000  Y 88000
X 672000  Y 96000
X 664000  Y 96000
X 656000  Y 96000
X 656000  Y 104000
X 664000  Y 104000
X 672000  Y 104000
X 664000  Y 112000
X 656000  Y 112000
X 664000  Y 120000
X 656000  Y 120000
X 656000  Y 128000
X 664000  Y 128000
X 672000  Y 128000
X 672000  Y 136000
X 672000  Y 144000
X 660000  Y 184000
X 660000  Y 192000
X 672000  Y 204000
X 660000  Y 204000
X 664000  Y 212000
X 664000  Y 220000
X 664000  Y 228000
X 656000  Y 228000
X 672000  Y 228000
X 664000  Y 236000
X 656000  Y 236000
X 672000  Y 236000
X 656000  Y 244000
X 664000  Y 244000
X 656000  Y 276000
X 664000  Y 300000
X 672000  Y 328000
X 664000  Y 328000
X 656000  Y 328000
X 676000  Y 340000
X 676000  Y 348000
X 676000  Y 356000
X 664000  Y 380000
X 656000  Y 380000
X 672000  Y 380000
X 672000  Y 388000
X 664000  Y 388000
X 664000  Y 396000
X 672000  Y 396000
X 680000  Y 396000
X 696000  Y 380000
X 680000  Y 380000
X 696000  Y 372000
X 684000  Y 352000
X 696000  Y 348000
X 688000  Y 344000
X 696000  Y 340000
X 696000  Y 332000
X 700000  Y 236000
X 680000  Y 236000
X 700000  Y 228000
X 680000  Y 228000
X 688000  Y 204000
X 680000  Y 204000
X 700000  Y 192000
X 700000  Y 184000
X 700000  Y 172000
X 702000  Y 163500
X 696000  Y 160000
X 702000  Y 155500
X 680000  Y 152000
X 696000  Y 152000
X 702000  Y 147500
X 696000  Y 144000
X 680000  Y 144000
X 702000  Y 139500
X 680000  Y 136000
X 696000  Y 136000
X 702000  Y 131500
X 680000  Y 128000
X 696000  Y 128000
X 702000  Y 123500
X 680000  Y 120000
X 696000  Y 120000
X 702000  Y 115500
X 680000  Y 112000
X 696000  Y 112000
X 702000  Y 107500
X 680000  Y 104000
X 696000  Y 104000
X 702000  Y 99500
X 680000  Y 96000
X 696000  Y 96000
X 702000  Y 91500
X 696000  Y 88000
X 680000  Y 88000
X 702000  Y 83500
X 680000  Y 80000
X 696000  Y 80000
X 702000  Y 75500
X 696000  Y 72000
X 680000  Y 72000
X 702000  Y 67500
X 696000  Y 64000
X 680000  Y 64000
X 702000  Y 59500
X 696000  Y 56000
X 702000  Y 51500
X 696000  Y 48000
X 702000  Y 43500
X 688000  Y 40000
X 696000  Y 40000
X 680000  Y 40000
X 702000  Y 35500
X 688000  Y 32000
X 696000  Y 32000
X 680000  Y 32000
X 680000  Y 24000
X 728000  Y 200000
X 704000  Y 200000
X 720000  Y 200000
X 720000  Y 228000
X 728000  Y 228000
X 728000  Y 304000
X 720000  Y 304000
X 712000  Y 304000
X 704000  Y 304000
X 720000  Y 316000
X 728000  Y 316000
X 720000  Y 324000
X 712000  Y 324000
X 728000  Y 324000
X 728000  Y 332000
X 712000  Y 332000
X 704000  Y 332000
X 720000  Y 332000
X 704000  Y 340000
X 728000  Y 340000
X 712000  Y 340000
X 720000  Y 340000
X 704000  Y 348000
X 720000  Y 348000
X 728000  Y 348000
X 712000  Y 348000
X 720000  Y 356000
X 712000  Y 356000
X 720000  Y 364000
X 712000  Y 364000
X 720000  Y 372000
X 728000  Y 372000
X 712000  Y 372000
X 704000  Y 372000
X 720000  Y 380000
X 712000  Y 380000
X 704000  Y 380000
X 728000  Y 380000
X 724000  Y 388000
X 724000  Y 396000
X 724000  Y 404000
X 728000  Y 412000
X 712000  Y 412000
X 720000  Y 412000
X 704000  Y 420000
X 704000  Y 428000
X 728000  Y 456000
X 712000  Y 456000
X 712000  Y 464000
X 728000  Y 464000
X 720000  Y 464000
X 744000  Y 412000
X 736000  Y 412000
X 736000  Y 380000
X 744000  Y 380000
X 744000  Y 372000
X 736000  Y 372000
X 736000  Y 348000
X 744000  Y 348000
X 744000  Y 340000
X 736000  Y 340000
X 736000  Y 332000
X 744000  Y 332000
X 744000  Y 232000
X 736000  Y 228000
X 744000  Y 224000
X 744000  Y 216000
X 744000  Y 208000
X 744000  Y 200000
X 736000  Y 200000

Drill: .02677  Tool: 5  Feed: 197  Speed: 550
X 146800  Y 17519
X 142000  Y 22500
X 152000  Y 22500
X 152000  Y 32500
X 142000  Y 32500
X 147000  Y 37519
X 534000  Y 397000
X 534000  Y 387000
X 558000  Y 387000
X 582000  Y 387000
X 606000  Y 387000
X 630000  Y 387000
X 558000  Y 397000
X 606000  Y 397000
X 582000  Y 397000
X 630000  Y 397000
X 654000  Y 397000
X 654000  Y 387000

Drill: .03  Tool: 6  Feed: 197  Speed: 550
X 498800  Y 342400
X 662400  Y 252000
X 656800  Y 252000

Drill: .0315  Tool: 7  Feed: 197  Speed: 550
X 10000  Y 84048
X 10000  Y 115151

Drill: .0315  Tool: 8  Feed: 197  Speed: 550
X 6225  Y 266038
X 14099  Y 266038
X 14099  Y 273912
X 6225  Y 273912
X 14099  Y 281786
X 6225  Y 281786
X 14099  Y 289660
X 6225  Y 289660
X 14099  Y 297534
X 6225  Y 297534
X 6225  Y 305408
X 14099  Y 305408
X 14099  Y 313282
X 6225  Y 313282
X 14099  Y 321156
X 6225  Y 321156
X 14099  Y 329030
X 6225  Y 329030
X 14099  Y 336904
X 6225  Y 336904

Drill: .035  Tool: 9  Feed: 197  Speed: 550
X 77000  Y 20000
X 84519  Y 20000
X 92039  Y 20000
X 99559  Y 20000
X 84519  Y 27500
X 92039  Y 27500
X 99559  Y 27500
X 77000  Y 27500
X 77000  Y 35000
X 84519  Y 35000
X 99559  Y 35000
X 92039  Y 35000
X 107078  Y 35000
X 114598  Y 35000
X 122118  Y 35000
X 129519  Y 35000
X 107078  Y 27500
X 114598  Y 27500
X 129519  Y 27500
X 122118  Y 27500
X 107078  Y 20000
X 129519  Y 20000
X 114598  Y 20000
X 122118  Y 20000

Drill: .03543  Tool: 10  Feed: 197  Speed: 550
X 62270  Y 350984 X 60301  Y 350984
X 62270  Y 197441 X 60301  Y 197441

Drill: .037  Tool: 11  Feed: 197  Speed: 550
X 88400  Y 462900
X 99200  Y 462900
X 120800  Y 462900
X 110000  Y 462900
X 93800  Y 474300
X 104600  Y 474300
X 115400  Y 474300
X 126200  Y 474300
X 131600  Y 462900

Drill: .037  Tool: 12  Feed: 197  Speed: 550
X 239240  Y 20353
X 256562  Y 20353

Drill: .03937  Tool: 13  Feed: 197  Speed: 550
X 596749  Y 202788

Drill: .03937  Tool: 14  Feed: 197  Speed: 550
X 207000  Y 45000
X 207000  Y 53000
X 207000  Y 61000
X 207000  Y 69000
X 325000  Y 429921
X 325000  Y 400000
X 306000  Y 72960
X 316000  Y 72960
X 326000  Y 72960
X 296000  Y 72960
X 321000  Y 63000
X 311000  Y 63000
X 301000  Y 63000
X 291000  Y 63000
X 405000  Y 175000
X 415000  Y 175000
X 425000  Y 175000
X 435000  Y 175000
X 505000  Y 425000
X 505000  Y 415000
X 505000  Y 405000
X 505000  Y 395000
X 512000  Y 175000
X 502000  Y 175000
X 492000  Y 175000
X 482000  Y 175000
X 538000  Y 175000
X 548000  Y 175000
X 558000  Y 175000
X 568000  Y 175000
X 558000  Y 437000
X 534000  Y 437000
X 582000  Y 437000
X 533800  Y 457000
X 557800  Y 457000
X 581800  Y 457000
X 605800  Y 457000
X 653800  Y 457000
X 629800  Y 457000
X 630000  Y 437000
X 606000  Y 437000
X 654000  Y 437000

Drill: .04724  Tool: 15  Feed: 139  Speed: 550
X 292456  Y 20007
X 282456  Y 20007
X 320761  Y 482881
X 350761  Y 482881
X 335761  Y 482881
X 365761  Y 482881
X 361156  Y 28070
X 376156  Y 28070
X 335606  Y 20007
X 325606  Y 20007
X 391156  Y 28070
X 421156  Y 28070
X 406156  Y 28070
X 436156  Y 28070
X 410761  Y 482881
X 380761  Y 482881
X 395761  Y 482881
X 440761  Y 482881
X 425761  Y 482881
X 470761  Y 482881
X 455761  Y 482881
X 485761  Y 482881
X 519761  Y 482881
X 460454  Y 28112
X 490454  Y 28112
X 475454  Y 28112
X 505454  Y 28112
X 528454  Y 28112
X 543454  Y 28112
X 558454  Y 28112
X 573454  Y 28112
X 564761  Y 482881
X 549761  Y 482881
X 534761  Y 482881
X 594761  Y 482881
X 579761  Y 482881
X 624761  Y 482881
X 609761  Y 482881
X 639761  Y 482881
X 654761  Y 482881
X 669761  Y 482881
X 684761  Y 482881
X 721000  Y 426000
X 721000  Y 441000
X 721000  Y 456000

Drill: .05118  Tool: 16  Feed: 107  Speed: 550
X 319671  Y 350984 X 317703  Y 350984
X 319671  Y 197441 X 317703  Y 197441

Drill: .05315  Tool: 17  Feed: 107  Speed: 550
X 196500  Y 44000
X 218000  Y 44000
X 196500  Y 71500
X 218000  Y 71500

Drill: .05512  Tool: 18  Feed: 107  Speed: 550
X 696080  Y 202788

Drill: .05512  Tool: 19  Feed: 107  Speed: 550
X 35000  Y 396000
X 35000  Y 426000

Drill: .05905  Tool: 20  Feed: 107  Speed: 550
X 718367  Y 50540
X 728111  Y 60284
X 718367  Y 70027
X 718367  Y 120540
X 728111  Y 130284
X 718367  Y 140027
X 737854  Y 140027
X 737854  Y 120540
X 737854  Y 70027
X 737854  Y 50540

Drill: .06693  Tool: 21  Feed: 89  Speed: 550
X 191493  Y 500300
X 286493  Y 500300

Drill: .07087  Tool: 22  Feed: 81  Speed: 550
X 339661  Y 49811

Drill: .07087  Tool: 23  Feed: 81  Speed: 550
X 278637  Y 49811

Drill: .07598  Tool: 24  Feed: 81  Speed: 550
X 77000  Y 7007
X 152000  Y 7007
X 54007  Y 20000
X 174992  Y 20000

Drill: .12  Tool: 25  Feed: 35  Speed: 794
X 60000  Y 468600
X 160000  Y 468600

Drill: .12598  Tool: 26  Feed: 35  Speed: 794
X 19685  Y 19685
X 19685  Y 492125
X 728346  Y 492125
X 728346  Y 19685

Drill: .12795  Tool: 27  Feed: 35  Speed: 794
X 286629  Y 38000
X 331629  Y 38000

Drill: .14961  Tool: 28  Feed: 35  Speed: 900
X 598324  Y 13812
X 692812  Y 13812

End of Listing
