"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"J5","KF2EDG-12P-3.81mm","248.5644mm","67.2846mm","248.5644mm","67.2846mm","248.5644mm","46.3296mm","T","90.00","J?"
"C93","0603C","140.239mm","30.4038mm","140.239mm","30.4038mm","140.239mm","29.5783mm","T","90.00","104"
"C112","0603C","178.3898mm","129.0828mm","178.3898mm","129.0828mm","178.3898mm","129.9083mm","T","270.00","0.1uF"
"C113","0603C","172.1414mm","129.0828mm","172.1414mm","129.0828mm","172.1414mm","129.9083mm","T","270.00","0.1uF"
"C114","0603C","192.4868mm","124.333mm","192.4868mm","124.333mm","191.6613mm","124.333mm","T","360.00","0.1uF"
"C115","0603C","191.77mm","108.966mm","191.77mm","108.966mm","192.5955mm","108.966mm","T","180.00","104"
"C116","0603C","187.1726mm","124.2822mm","187.1726mm","124.2822mm","186.3471mm","124.2822mm","T","360.00","0.1uF"
"C117","0603C","186.6392mm","109.0676mm","186.6392mm","109.0676mm","187.4647mm","109.0676mm","T","180.00","104"
"C118","0603C","182.1942mm","124.2822mm","182.1942mm","124.2822mm","181.3687mm","124.2822mm","T","360.00","0.1uF"
"C119","0603C","181.6862mm","108.9406mm","181.6862mm","108.9406mm","182.5117mm","108.9406mm","T","180.00","104"
"C121","0603C","198.3486mm","124.3584mm","198.3486mm","124.3584mm","197.5231mm","124.3584mm","T","360.00","0.1uF"
"C122","0603C","220.2744mm","33.3756mm","220.2744mm","33.3756mm","220.2744mm","34.2011mm","T","270.00","103"
"C123","0603C","208.8444mm","33.3756mm","208.8444mm","33.3756mm","208.8444mm","32.5501mm","T","90.00","104"
"C124","0603C","208.8444mm","30.2768mm","208.8444mm","30.2768mm","208.8444mm","31.1023mm","T","270.00","104"
"C125","0603C","197.5414mm","30.3022mm","197.5414mm","30.3022mm","197.5414mm","31.1277mm","T","270.00","104"
"C126","0603C","185.9844mm","33.4518mm","185.9844mm","33.4518mm","185.9844mm","34.2773mm","T","270.00","103"
"C127","0603C","174.6052mm","30.2514mm","174.6052mm","30.2514mm","174.6052mm","31.0769mm","T","270.00","104"
"C128","0603C","163.2514mm","30.2768mm","163.2514mm","30.2768mm","163.2514mm","31.1023mm","T","270.00","104"
"C129","0603C","242.8804mm","33.4518mm","242.8804mm","33.4518mm","242.8804mm","32.6263mm","T","90.00","104"
"C130","0603C","231.5266mm","33.3756mm","231.5266mm","33.3756mm","231.5266mm","32.5501mm","T","90.00","104"
"C131","0603C","231.5266mm","30.2768mm","231.5266mm","30.2768mm","231.5266mm","31.1023mm","T","270.00","104"
"D29","1206D","214.3054mm","30.3022mm","214.3054mm","30.3022mm","212.5909mm","30.3022mm","T","360.00","1N4007"
"D30","1206D","225.6338mm","30.3022mm","225.6338mm","30.3022mm","223.9193mm","30.3022mm","T","360.00","1N4007"
"D31","1206D","236.9368mm","30.3022mm","236.9368mm","30.3022mm","235.2223mm","30.3022mm","T","360.00","1N4007"
"JP1","CON-3.81MM-6P","37.7246mm","4.826mm","37.7246mm","4.826mm","28.1996mm","4.826mm","T","360.00","3.81MM-6P"
"LED12","D0805","132.6866mm","34.5164mm","132.6952mm","35.6616mm","132.6866mm","35.6594mm","T","0.00","GREEN"
"LED13","D0805","144.2182mm","34.491mm","144.2268mm","35.6362mm","144.2182mm","35.634mm","T","0.00","GREEN"
"LED14","D0805","155.5974mm","34.5672mm","155.606mm","35.7124mm","155.5974mm","35.7102mm","T","0.00","GREEN"
"LED15","D0805","166.9766mm","34.618mm","166.9852mm","35.7632mm","166.9766mm","35.761mm","T","0.00","RED"
"LED16","D0805","178.3558mm","34.618mm","178.3644mm","35.7632mm","178.3558mm","35.761mm","T","0.00","GREEN"
"LED17","D0805","189.862mm","34.6688mm","189.8706mm","35.814mm","189.862mm","35.8118mm","T","0.00","GREEN"
"LED18","D0805","201.2158mm","34.6688mm","201.2244mm","35.814mm","201.2158mm","35.8118mm","T","0.00","GREEN"
"LED19","D0805","212.5696mm","34.6942mm","212.5782mm","35.8394mm","212.5696mm","35.8372mm","T","0.00","GREEN"
"LED20","D0805","223.9234mm","34.6942mm","223.932mm","35.8394mm","223.9234mm","35.8372mm","T","0.00","GREEN"
"LED21","D0805","235.2264mm","34.6434mm","235.235mm","35.7886mm","235.2264mm","35.7864mm","T","0.00","GREEN"
"Q13","SOT23","137.0704mm","36.7645mm","138.1054mm","35.814mm","138.0864mm","35.812mm","T","90.00","8050"
"Q14","SOT23","177.4353mm","107.8166mm","176.4848mm","106.7816mm","176.4828mm","106.8006mm","T","0.00","8050"
"Q19","SOT23","159.6764mm","36.7899mm","160.7114mm","35.8394mm","160.6924mm","35.8374mm","T","90.00","8050"
"Q20","SOT23","171.0302mm","36.8153mm","172.0652mm","35.8648mm","172.0462mm","35.8628mm","T","90.00","8050"
"Q21","SOT23","182.384mm","36.8407mm","183.419mm","35.8902mm","183.4mm","35.8882mm","T","90.00","8050"
"Q22","SOT23","193.9918mm","36.8153mm","195.0268mm","35.8648mm","195.0078mm","35.8628mm","T","90.00","8050"
"Q23","SOT23","205.4726mm","36.8153mm","206.5076mm","35.8648mm","206.4886mm","35.8628mm","T","90.00","8050"
"Q24","SOT23","216.7502mm","36.8153mm","217.7852mm","35.8648mm","217.7662mm","35.8628mm","T","90.00","8050"
"Q25","SOT23","228.104mm","36.8153mm","229.139mm","35.8648mm","229.12mm","35.8628mm","T","90.00","8050"
"Q26","SOT23","239.28mm","36.8407mm","240.315mm","35.8902mm","240.296mm","35.8882mm","T","90.00","8050"
"R142","0603R","196.088mm","125.1966mm","196.088mm","125.1966mm","196.088mm","126.0221mm","T","270.00","10K"
"R143","0603R","177.5262mm","38.9382mm","177.5262mm","38.9382mm","178.3517mm","38.9382mm","T","180.00","10K"
"R144","0603R","185.9844mm","36.576mm","185.9844mm","36.576mm","185.9844mm","37.4015mm","T","270.00","5.1K"
"R145","0603R","182.0728mm","33.274mm","182.0728mm","33.274mm","182.8983mm","33.274mm","T","180.00","4.7K"
"R146","0603R","197.5414mm","36.5252mm","197.5414mm","36.5252mm","197.5414mm","37.3507mm","T","270.00","5.1K"
"R147","0603R","200.3862mm","38.9382mm","200.3862mm","38.9382mm","201.2117mm","38.9382mm","T","180.00","10K"
"R148","0603R","191.7954mm","107.5182mm","191.7954mm","107.5182mm","190.9699mm","107.5182mm","T","360.00","10K"
"R149","0603R","208.8444mm","36.4998mm","208.8444mm","36.4998mm","208.8444mm","37.3253mm","T","270.00","5.1K"
"R150","0603R","186.69mm","107.5182mm","186.69mm","107.5182mm","185.8645mm","107.5182mm","T","360.00","10K"
"R151","0603R","181.6862mm","107.5436mm","181.6862mm","107.5436mm","180.8607mm","107.5436mm","T","360.00","10K"
"R152","0603R","190.1698mm","125.1204mm","190.1698mm","125.1204mm","190.1698mm","125.9459mm","T","270.00","10K"
"R153","0603R","184.8866mm","125.1458mm","184.8866mm","125.1458mm","184.8866mm","125.9713mm","T","270.00","10K"
"R154","0603R","179.6796mm","125.1458mm","179.6796mm","125.1458mm","179.6796mm","125.9713mm","T","270.00","10K"
"R155","0603R","211.74mm","38.9382mm","211.74mm","38.9382mm","212.5655mm","38.9382mm","T","180.00","10K"
"R156","0603R","220.2744mm","36.4236mm","220.2744mm","36.4236mm","220.2744mm","37.2491mm","T","270.00","5.1K"
"R157","0603R","216.439mm","33.274mm","216.439mm","33.274mm","217.2645mm","33.274mm","T","180.00","4.7K"
"R158","0603R","223.0684mm","38.9636mm","223.0684mm","38.9636mm","223.8939mm","38.9636mm","T","180.00","10K"
"R159","0603R","231.5266mm","36.449mm","231.5266mm","36.449mm","231.5266mm","37.2745mm","T","270.00","5.1K"
"R160","0603R","227.5642mm","33.2486mm","227.5642mm","33.2486mm","228.3897mm","33.2486mm","T","180.00","4.7K"
"R161","0603R","234.346mm","38.9636mm","234.346mm","38.9636mm","235.1715mm","38.9636mm","T","180.00","10K"
"R162","0603R","241.8842mm","36.83mm","241.8842mm","36.83mm","241.8842mm","37.6555mm","T","270.00","5.1K"
"R163","0603R","238.8672mm","33.1978mm","238.8672mm","33.1978mm","239.6927mm","33.1978mm","T","180.00","4.7K"
"R176","0603R","173.5638mm","107.6198mm","173.5638mm","107.6198mm","173.5638mm","106.7943mm","T","90.00","2K"
"R177","0603R","174.2242mm","105.2576mm","174.2242mm","105.2576mm","175.0497mm","105.2576mm","T","180.00","3K"
"R178","0603R","177.45mm","105.2576mm","177.45mm","105.2576mm","178.2755mm","105.2576mm","T","180.00","2K"
"R179","0603R","176.7388mm","124.9934mm","176.7388mm","124.9934mm","176.7388mm","124.1679mm","T","90.00","10K"
"R182","0603R","166.2684mm","107.315mm","166.2684mm","107.315mm","166.2684mm","106.4895mm","T","90.00","2K"
"R183","0603R","174.8338mm","124.9934mm","174.8338mm","124.9934mm","174.8338mm","124.1679mm","T","90.00","1.5k"
"R184","0603R","166.9034mm","105.029mm","166.9034mm","105.029mm","167.7289mm","105.029mm","T","180.00","3K"
"R185","0603R","170.0784mm","105.1052mm","170.0784mm","105.1052mm","170.9039mm","105.1052mm","T","180.00","2K"
"R186","0603R","170.6428mm","124.9934mm","170.6428mm","124.9934mm","170.6428mm","124.1679mm","T","90.00","10K"
"R187","0603R","168.7378mm","124.9934mm","168.7378mm","124.9934mm","168.7378mm","124.1679mm","T","90.00","1.5K"
"RL14","HF32F-12V","170.7952mm","19.336mm","168.0012mm","26.956mm","166.9852mm","26.956mm","T","90.00","JQ1P-24V"
"RL15","HF32F-12V","182.1744mm","19.336mm","179.3804mm","26.956mm","178.3644mm","26.956mm","T","90.00","JQ1P-24V"
"RL16","HF32F-12V","193.706mm","19.3614mm","190.912mm","26.9814mm","189.896mm","26.9814mm","T","90.00","JQ1P-24V"
"RL17","HF32F-12V","205.0344mm","19.3614mm","202.2404mm","26.9814mm","201.2244mm","26.9814mm","T","90.00","JQ1P-24V"
"RL18","HF32F-12V","216.439mm","19.3868mm","213.645mm","27.0068mm","212.629mm","27.0068mm","T","90.00","JQ1P-24V"
"RL19","HF32F-12V","227.7166mm","19.4122mm","224.9226mm","27.0322mm","223.9066mm","27.0322mm","T","90.00","JQ1P-24V"
"RL20","HF32F-12V","239.045mm","19.4122mm","236.251mm","27.0322mm","235.235mm","27.0322mm","T","90.00","JQ1P-24V"
"UG10","DIP-4","235.5806mm","94.521mm","240.1372mm","93.2434mm","240.1526mm","93.251mm","T","270.00","PS2501L-1"
"UG11","DIP-4","235.5552mm","100.0487mm","240.1118mm","98.7711mm","240.1272mm","98.7787mm","T","270.00","PS2501L-1"
"UG12","DIP-4","235.4028mm","105.4747mm","239.9594mm","104.1971mm","239.9748mm","104.2047mm","T","270.00","PS2501L-1"
"UG13","DIP-4","197.3664mm","116.9824mm","198.6439mm","121.539mm","198.6364mm","121.5544mm","T","360.00","PS2501L-1"
"UG14","DIP-4","191.9475mm","116.9824mm","193.225mm","121.539mm","193.2175mm","121.5544mm","T","360.00","PS2501L-1"
"UG15","DIP-4","186.5285mm","116.9824mm","187.8061mm","121.539mm","187.7985mm","121.5544mm","T","360.00","PS2501L-1"
"UG16","DIP-4","181.1096mm","116.9824mm","182.3872mm","121.539mm","182.3796mm","121.5544mm","T","360.00","PS2501L-1"
"UG17","DIP-4","175.6796mm","116.9824mm","174.402mm","112.4258mm","174.4096mm","112.4104mm","T","180.00","PS2501L-1"
"UG18","DIP-4","170.2892mm","116.977mm","169.0116mm","112.4204mm","169.0192mm","112.405mm","T","180.00","PS2501L-1"
"C53","0603C","140.239mm","33.655mm","140.239mm","33.655mm","140.239mm","34.4805mm","T","270.00","103"
"C54","0603C","151.796mm","33.5788mm","151.796mm","33.5788mm","151.796mm","32.7533mm","T","90.00","104"
"C55","0603C","163.226mm","33.5026mm","163.226mm","33.5026mm","163.226mm","32.6771mm","T","90.00","104"
"C58","0603C","220.249mm","30.2768mm","220.249mm","30.2768mm","220.249mm","29.4513mm","T","90.00","104"
"C59","0603C","185.9844mm","30.3276mm","185.9844mm","30.3276mm","185.9844mm","29.5021mm","T","90.00","104"
"C60","0603C","242.855mm","30.3022mm","242.855mm","30.3022mm","242.855mm","31.1277mm","T","270.00","104"
"C70","0603C","197.5414mm","33.4264mm","197.5414mm","33.4264mm","197.5414mm","32.6009mm","T","90.00","104"
"C71","0603C","243.0018mm","93.8276mm","243.0018mm","93.8276mm","243.0018mm","94.6531mm","T","270.00","0.1uF"
"C92","0603C","227.6602mm","83.4898mm","227.6602mm","83.4898mm","227.6602mm","82.6643mm","T","90.00","104"
"C94","0603C","243.0272mm","88.4936mm","243.0272mm","88.4936mm","243.0272mm","89.3191mm","T","270.00","0.1uF"
"C95","0603C","151.7452mm","30.3022mm","151.7452mm","30.3022mm","151.7452mm","31.1277mm","T","270.00","104"
"C96","0603C","227.6094mm","88.7476mm","227.6094mm","88.7476mm","227.6094mm","87.9221mm","T","90.00","104"
"C101","0603C","242.8494mm","104.8258mm","242.8494mm","104.8258mm","242.8494mm","105.6513mm","T","270.00","0.1uF"
"C102","0603C","227.3554mm","104.902mm","227.3554mm","104.902mm","227.3554mm","104.0765mm","T","90.00","104"
"C110","0603C","175.037mm","107.6198mm","175.037mm","107.6198mm","175.037mm","108.4453mm","T","270.00","0.1uF"
"C111","0603C","167.6908mm","107.3912mm","167.6908mm","107.3912mm","167.6908mm","108.2167mm","T","270.00","0.1uF"
"D16","1206D","145.954mm","30.2006mm","145.954mm","30.2006mm","144.2395mm","30.2006mm","T","360.00","1N4007"
"D23","1206D","134.397mm","30.2072mm","134.397mm","30.2072mm","132.6825mm","30.2072mm","T","360.00","1N4007"
"D24","1206D","157.3078mm","30.2006mm","157.3078mm","30.2006mm","155.5933mm","30.2006mm","T","360.00","1N4007"
"D25","1206D","168.687mm","30.2006mm","168.687mm","30.2006mm","166.9725mm","30.2006mm","T","360.00","1N4007"
"D26","1206D","180.0916mm","30.226mm","180.0916mm","30.226mm","178.3771mm","30.226mm","T","360.00","1N4007"
"D27","1206D","191.6232mm","30.2768mm","191.6232mm","30.2768mm","189.9087mm","30.2768mm","T","360.00","1N4007"
"D28","1206D","202.9262mm","30.2768mm","202.9262mm","30.2768mm","201.2117mm","30.2768mm","T","360.00","1N4007"
"MARKE3","MARK1.0","12.4968mm","2.6162mm","12.4968mm","2.6162mm","12.4968mm","2.6162mm","T","90.00","MARK1.0"
"Q15","SOT-23L","175.7863mm","128.6564mm","174.8338mm","127.4064mm","174.8338mm","127.4064mm","T","360.00","AO3407"
"Q16","SOT23","170.1145mm","107.6388mm","169.164mm","106.6038mm","169.162mm","106.6228mm","T","0.00","8050"
"Q17","SOT-23L","169.7157mm","128.6564mm","168.7632mm","127.4064mm","168.7632mm","127.4064mm","T","0.00","AO3407"
"Q18","SOT23","148.3988mm","36.7645mm","149.4338mm","35.814mm","149.4148mm","35.812mm","T","90.00","8050"
"R64","0603R","154.7678mm","38.989mm","154.7678mm","38.989mm","155.5933mm","38.989mm","T","180.00","10K"
"R68","0603R","140.239mm","36.7538mm","140.239mm","36.7538mm","140.239mm","37.5793mm","T","270.00","5.1K"
"R69","0603R","163.226mm","36.6522mm","163.226mm","36.6522mm","163.226mm","37.4777mm","T","270.00","5.1K"
"R70","0603R","151.7706mm","36.7284mm","151.7706mm","36.7284mm","151.7706mm","37.5539mm","T","270.00","5.1K"
"R73","0603R","204.8312mm","33.3756mm","204.8312mm","33.3756mm","205.6567mm","33.3756mm","T","180.00","4.7K"
"R74","0603R","148.113mm","33.274mm","148.113mm","33.274mm","148.9385mm","33.274mm","T","180.00","4.7K"
"R75","0603R","136.7338mm","33.274mm","136.7338mm","33.274mm","137.5593mm","33.274mm","T","180.00","4.7K"
"R76","0603R","225.7806mm","104.902mm","225.7806mm","104.902mm","225.7806mm","105.7275mm","T","270.00","10K"
"R81","0603R","189.0324mm","38.9382mm","189.0324mm","38.9382mm","189.8579mm","38.9382mm","T","180.00","10K"
"R86","0603R","197.2564mm","107.442mm","197.2564mm","107.442mm","196.4309mm","107.442mm","T","360.00","10K"
"R87","0603R","225.6536mm","94.4118mm","225.6536mm","94.4118mm","225.6536mm","95.2373mm","T","270.00","10K"
"R97","0603R","193.6044mm","33.274mm","193.6044mm","33.274mm","194.4299mm","33.274mm","T","180.00","4.7K"
"R103","0603R","243.713mm","101.6254mm","243.713mm","101.6254mm","244.5385mm","101.6254mm","T","180.00","10K"
"R104","0603R","225.7552mm","99.8982mm","225.7552mm","99.8982mm","225.7552mm","100.7237mm","T","270.00","10K"
"R105","0603R","243.6876mm","107.0356mm","243.6876mm","107.0356mm","244.5131mm","107.0356mm","T","180.00","10K"
"R120","0603R","225.837mm","83.4898mm","225.837mm","83.4898mm","225.837mm","84.3153mm","T","270.00","10K"
"R127","0603R","243.9162mm","90.805mm","243.9162mm","90.805mm","244.7417mm","90.805mm","T","180.00","10K"
"R128","0603R","243.8146mm","96.1136mm","243.8146mm","96.1136mm","244.6401mm","96.1136mm","T","180.00","10K"
"R129","0603R","243.8654mm","85.2932mm","243.8654mm","85.2932mm","244.6909mm","85.2932mm","T","180.00","10K"
"R130","0603R","225.7806mm","88.773mm","225.7806mm","88.773mm","225.7806mm","89.5985mm","T","270.00","10K"
"R131","0603R","131.857mm","38.989mm","131.857mm","38.989mm","132.6825mm","38.989mm","T","180.00","10K"
"R132","0603R","143.3632mm","38.989mm","143.3632mm","38.989mm","144.1887mm","38.989mm","T","180.00","10K"
"R133","0603R","174.6306mm","36.6014mm","174.6306mm","36.6014mm","174.6306mm","37.4269mm","T","270.00","5.1K"
"R134","0603R","159.3398mm","33.274mm","159.3398mm","33.274mm","160.1653mm","33.274mm","T","180.00","4.7K"
"R135","0603R","166.1724mm","38.9636mm","166.1724mm","38.9636mm","166.9979mm","38.9636mm","T","180.00","10K"
"R136","0603R","170.7698mm","33.274mm","170.7698mm","33.274mm","171.5953mm","33.274mm","T","180.00","4.7K"
"RL11","HF32F-12V","136.429mm","19.3614mm","133.635mm","26.9814mm","132.619mm","26.9814mm","T","90.00","JQ1P-24V"
"UG8","DIP-4","235.6568mm","83.4855mm","240.2134mm","82.2079mm","240.2288mm","82.2155mm","T","270.00","PS2501L-1"
"UG9","DIP-4","235.6568mm","89.0092mm","240.2134mm","87.7316mm","240.2288mm","87.7392mm","T","270.00","PS2501L-1"
"RL12","HF32F-12V","147.9352mm","19.336mm","145.1412mm","26.956mm","144.1252mm","26.956mm","T","90.00","JQ1P-24V"
"J2","CON6-2.54mm-90","42.1442mm","130.734mm","35.7942mm","130.734mm","35.7942mm","130.734mm","T","360.00","CON6"
"J7","KF2EDG-12P-3.81mm","140.5438mm","130.234mm","161.4988mm","130.234mm","161.4988mm","130.234mm","T","180.00","J?"
"J10","CON6-2.54mm-90","23.0124mm","130.81mm","16.6624mm","130.81mm","16.6624mm","130.81mm","T","360.00","CON6"
"R139","0603R","72.5988mm","122.587mm","72.5988mm","122.587mm","72.5988mm","121.7615mm","T","90.00","10R"
"R138","0603R","74.3768mm","122.587mm","74.3768mm","122.587mm","74.3768mm","121.7615mm","T","90.00","10R"
"R137","0603R","38.2495mm","122.968mm","38.2495mm","122.968mm","38.2495mm","123.7935mm","T","270.00","10K"
"TVS2","3528TVS","100.5388mm","122.587mm","98.763mm","122.5806mm","98.7608mm","122.587mm","T","180.00","BA301N"
"TVS1","3528TVS","106.7554mm","121.6958mm","106.7618mm","119.92mm","106.7554mm","119.9178mm","T","270.00","BA301N"
"R14","0603R","96.4748mm","118.65mm","96.4748mm","118.65mm","97.3003mm","118.65mm","T","180.00","10R"
"R13","0603R","98.8878mm","96.044mm","98.8878mm","96.044mm","98.8878mm","95.2185mm","T","90.00","100R"
"R11","0603R","99.7768mm","118.65mm","99.7768mm","118.65mm","100.6023mm","118.65mm","T","180.00","10R"
"R10","0603R","103.0788mm","118.65mm","103.0788mm","118.65mm","102.2533mm","118.65mm","T","360.00","10R"
"R9","0603R","88.4103mm","93.504mm","88.4103mm","93.504mm","89.2358mm","93.504mm","T","180.00","2K"
"R8","0603R","88.4738mm","96.298mm","88.4738mm","96.298mm","89.2993mm","96.298mm","T","180.00","2K"
"D3","D0805","94.3158mm","96.298mm","93.1706mm","96.3066mm","93.1728mm","96.298mm","T","90.00","GREEN"
"C23","0603C","104.7298mm","96.044mm","104.7298mm","96.044mm","104.7298mm","96.8695mm","T","270.00","104"
"Y1","ZS-32.768","95.4107mm","73.4126mm","99.1472mm","74.0768mm","99.1418mm","74.073mm","T","180.00","32.768KHz"
"Y2","ZS_SMD","97.3638mm","64.548mm","97.3638mm","60.23mm","97.3638mm","60.23mm","T","90.00","12M"
"U11","SOT23","77.9328mm","78.2513mm","78.9577mm","77.3113mm","78.9488mm","77.2988mm","T","90.00","CJ431"
"U6","RSM485","118.0479mm","107.7788mm","123.1279mm","100.1588mm","123.1279mm","100.1588mm","T","180.00","RSM485S_CTM8251T"
"U10","SOP8","144.2014mm","72.0918mm","141.6676mm","73.9906mm","141.6614mm","73.9968mm","T","0.00","FM25CL64"
"U9","CTM8251KT","155.9108mm","107.982mm","159.7208mm","100.362mm","159.7208mm","100.362mm","T","90.00","CTM8251"
"U7","SO-16","77.6788mm","111.03mm","73.2262mm","108.241mm","73.2338mm","108.236mm","T","90.00","SP3232"
"U8","CTM8251KT","136.7507mm","107.982mm","140.5607mm","100.362mm","140.5607mm","100.362mm","T","90.00","CTM8251"
"U5","SOP8","83.7748mm","65.115mm","81.876mm","62.5812mm","81.8698mm","62.575mm","T","90.00","SP706SEN"
"U4","RSM485","99.7768mm","107.7788mm","104.8568mm","100.1588mm","104.8568mm","100.1588mm","T","180.00","RSM485S_CTM8251T"
"U2","TO5B","56.0672mm","78.6078mm","52.6598mm","72.009mm","52.6636mm","72.0078mm","T","90.00","MIC29302"
"U1","SOP-8","42.3728mm","57.3786mm","42.3728mm","57.3786mm","45.2728mm","55.4736mm","T","90.00","EUP3484"
"TVS4","3528TVS","116.7926mm","122.7204mm","115.0168mm","122.714mm","115.0146mm","122.7204mm","T","180.00","BA301N"
"TVS3","3528TVS","122.8844mm","121.6958mm","122.8908mm","119.92mm","122.8844mm","119.9178mm","T","270.00","BA301N"
"TVS11","3528TVS","159.3376mm","123.3554mm","157.5618mm","123.349mm","157.5596mm","123.3554mm","T","180.00","BA301N"
"TVS8","3528TVS","88.603mm","122.4536mm","90.3788mm","122.46mm","90.381mm","122.4536mm","T","360.00","BA301N/NC"
"TVS10","3528TVS","153.358mm","121.9476mm","153.3644mm","120.1718mm","153.358mm","120.1696mm","T","270.00","BA301N"
"TVS6","3528TVS","80.4728mm","122.46mm","78.697mm","122.4536mm","78.6948mm","122.46mm","T","180.00","BA301N"
"TVS7","3528TVS","138.7658mm","123.222mm","136.99mm","123.2156mm","136.9878mm","123.222mm","T","180.00","BA301N"
"TVS5","3528TVS","132.5364mm","121.9498mm","132.5428mm","120.174mm","132.5364mm","120.1718mm","T","270.00","BA301N"
"SW4","SW1","161.2618mm","73.0106mm","165.9382mm","72.9996mm","165.1mm","73.0106mm","T","90.00","SW SPST"
"SW2","SW1","161.2618mm","68.6164mm","165.9382mm","68.6054mm","165.1mm","68.6164mm","T","90.00","SW SPST"
"SW3","SW","70.3128mm","65.56mm","70.3204mm","61.5662mm","70.3128mm","61.56mm","T","90.00","°´¼ü"
"SW1","SW1","74.7578mm","65.818mm","74.7468mm","61.5534mm","74.7578mm","61.568mm","T","360.00","SW SPST"
"R58","0603R","81.6158mm","78.01mm","81.6158mm","78.01mm","81.6158mm","77.1845mm","T","90.00","10k1%"
"R57","0603R","81.6158mm","81.566mm","81.6158mm","81.566mm","81.6158mm","80.7405mm","T","90.00","3.3k1%"
"R55","0603R","73.8688mm","79.915mm","73.8688mm","79.915mm","73.8688mm","79.0895mm","T","90.00","2K"
"R59","0603R","154.8892mm","72.898mm","154.8892mm","72.898mm","154.8892mm","73.7235mm","T","270.00","10K"
"R35","0603R","112.6038mm","118.777mm","112.6038mm","118.777mm","113.4293mm","118.777mm","T","180.00","10R"
"R34","0603R","117.9378mm","96.171mm","117.9378mm","96.171mm","117.9378mm","95.3455mm","T","90.00","100R"
"R32","0603R","119.8428mm","96.171mm","119.8428mm","96.171mm","119.8428mm","95.3455mm","T","90.00","100R"
"R28","0603R","115.9058mm","118.777mm","115.9058mm","118.777mm","116.7313mm","118.777mm","T","180.00","10R"
"R33","0603R","143.0076mm","81.5914mm","143.0076mm","81.5914mm","143.0076mm","80.7659mm","T","90.00","10K"
"R24","0603R","119.2078mm","118.777mm","119.2078mm","118.777mm","120.0333mm","118.777mm","T","180.00","10R"
"R23","0603R","108.0318mm","93.377mm","108.0318mm","93.377mm","108.8573mm","93.377mm","T","180.00","2K"
"R22","0603R","108.0318mm","96.298mm","108.0318mm","96.298mm","108.8573mm","96.298mm","T","180.00","2K"
"R29","0603R","140.7216mm","81.5914mm","140.7216mm","81.5914mm","140.7216mm","80.7659mm","T","90.00","10K"
"R56","0603R","154.7678mm","95.536mm","154.7678mm","95.536mm","154.7678mm","94.7105mm","T","90.00","2k"
"R53","1206R","159.4668mm","119.793mm","161.2532mm","119.792mm","161.2448mm","119.793mm","T","180.00","120R"
"R51","0603R","156.6728mm","95.536mm","156.6728mm","95.536mm","156.6728mm","94.7105mm","T","90.00","2k"
"R45","0603R","87.9658mm","119.412mm","87.9658mm","119.412mm","87.1403mm","119.412mm","T","360.00","10R"
"R44","0603R","84.9178mm","107.474mm","84.9178mm","107.474mm","84.9178mm","106.6485mm","T","90.00","0R"
"R54","0603R","138.6134mm","70.5678mm","138.6134mm","70.5678mm","138.6134mm","69.7423mm","T","90.00","10K"
"R43","0603R","84.9178mm","112.427mm","84.9178mm","112.427mm","84.9178mm","111.6015mm","T","90.00","0R"
"R52","0603R","142.4742mm","75.851mm","142.4742mm","75.851mm","143.2997mm","75.851mm","T","180.00","10K"
"R15","0603R","154.8892mm","69.6722mm","154.8892mm","69.6722mm","154.8892mm","68.8467mm","T","90.00","10K"
"R50","0603R","138.6134mm","73.9968mm","138.6134mm","73.9968mm","138.6134mm","74.8223mm","T","270.00","10K"
"R16","0603R","141.7376mm","84.3854mm","141.7376mm","84.3854mm","142.5631mm","84.3854mm","T","180.00","10K"
"R46","1206R","147.1478mm","121.571mm","147.1468mm","119.7846mm","147.1478mm","119.793mm","T","90.00","1M"
"R47","0603R","149.7894mm","73.7428mm","149.7894mm","73.7428mm","149.7894mm","74.5683mm","T","270.00","10K"
"R49","0603R","146.9954mm","68.5546mm","146.9954mm","68.5546mm","147.8209mm","68.5546mm","T","180.00","10K"
"R48","0603R","149.7894mm","70.4408mm","149.7894mm","70.4408mm","149.7894mm","69.6153mm","T","90.00","10K"
"R42","0603R","86.9498mm","107.474mm","86.9498mm","107.474mm","86.9498mm","106.6485mm","T","90.00","0R"
"R40","0603R","86.8228mm","112.427mm","86.8228mm","112.427mm","86.8228mm","111.6015mm","T","90.00","0R"
"R37","0603R","82.7588mm","119.412mm","82.7588mm","119.412mm","83.5843mm","119.412mm","T","180.00","10R"
"R41","0603R","134.4478mm","95.663mm","134.4478mm","95.663mm","134.4478mm","94.8375mm","T","90.00","2k"
"R39","1206R","138.6388mm","119.666mm","140.4252mm","119.665mm","140.4168mm","119.666mm","T","180.00","120R"
"R38","0603R","136.2258mm","95.663mm","136.2258mm","95.663mm","136.2258mm","94.8375mm","T","90.00","2k"
"R36","1206R","126.5103mm","121.19mm","126.5113mm","122.9764mm","126.5103mm","122.968mm","T","270.00","1M"
"R27","0603R","83.7748mm","72.608mm","83.7748mm","72.608mm","82.9493mm","72.608mm","T","360.00","1kR"
"R21","0603R","86.8228mm","71.719mm","86.8228mm","71.719mm","86.8228mm","70.8935mm","T","90.00","10K"
